epoch,acc,loss,val_acc,val_loss
0,0.207167413036,1.89302076244,0.253313708332,1.73632038746
1,0.294550827703,1.69269090408,0.328424165368,1.63587529477
2,0.311732957219,1.62814345662,0.350515481913,1.59176231642
3,0.335297022766,1.59016371704,0.360824762985,1.55543422014
4,0.342169878453,1.56071441093,0.34315171423,1.5336817826
5,0.340697123042,1.53938672627,0.3917525965,1.50989254883
6,0.341188039669,1.52287837314,0.366715775191,1.49244371693
7,0.350515483669,1.50648201952,0.394698104425,1.47972045169
8,0.355915582101,1.49397194965,0.405007387516,1.47039317172
9,0.36917037158,1.4837417894,0.375552308489,1.45654725291
10,0.369170370088,1.47060228834,0.372606795298,1.44897630218
11,0.372606796,1.46444211951,0.393225354193,1.43799770844
12,0.375552303003,1.45358583397,0.37849780588,1.43504568614
13,0.373588626357,1.45125064653,0.382916072507,1.42249820984
14,0.376534139987,1.44243562818,0.394698108463,1.41952844625
15,0.374079547855,1.43738579873,0.400589121678,1.41500886077
16,0.378988729836,1.43353606394,0.391752597905,1.40948933231
17,0.378497811849,1.43330282192,0.394698108463,1.40826039356
18,0.37604322042,1.42732141945,0.38880708998,1.40498185439
19,0.378006894739,1.42581239312,0.391752600538,1.39921034541
20,0.3843888284,1.42110473751,0.412371158644,1.39313009315
21,0.37555230331,1.41894879152,0.400589121678,1.39439386489
22,0.38635249798,1.41791771947,0.396170865366,1.39233246116
23,0.372115878012,1.4177150944,0.393225353184,1.38707741897
24,0.384388828049,1.41367977498,0.409425644443,1.38698136297
25,0.382425154827,1.40902304035,0.403534628594,1.38416003461
26,0.386352501096,1.40754405985,0.400589124312,1.38185618816
27,0.382425153203,1.40768049567,0.39027984425,1.38632572224
28,0.378006892106,1.40794366993,0.393225354808,1.38572783726
29,0.379479647319,1.40431512157,0.403534631227,1.38666603333
30,0.375552304012,1.4031698932,0.399116368023,1.38098671282
31,0.380952399284,1.40173341845,0.402061873314,1.37897933355
32,0.378006894125,1.39993844204,0.405007379615,1.38749443028
33,0.382916075887,1.39791721975,0.394698108463,1.38302641326
34,0.380952401918,1.39615858567,0.399116372676,1.3795795381
35,0.375061382952,1.39736613012,0.397643612744,1.37718724414
36,0.378006897197,1.39526025238,0.402061881215,1.37705968459
37,0.384388829761,1.3958370208,0.393225352174,1.37600557583
38,0.385370663498,1.39246593852,0.409425652343,1.3746080611
39,0.3824251543,1.39195751687,0.415316667578,1.3714234541
40,0.383897910237,1.39511209665,0.413843907032,1.37164859375
41,0.390770762939,1.38817340583,0.403534629603,1.37685680284
42,0.39469810798,1.38965484847,0.413843907646,1.37469816594
43,0.38978892556,1.38696865165,0.410898401741,1.36819831735
44,0.388316172037,1.38491936179,0.397643613754,1.37347782413
45,0.387825254488,1.38617928179,0.412371158644,1.37238793292
46,0.388316171159,1.38841586138,0.393225347917,1.38558811397
47,0.384879747441,1.38799605559,0.399116369033,1.37153679071
48,0.391261678952,1.38520786741,0.416789420223,1.36534803921
49,0.39273443388,1.38384485543,0.412371151753,1.37108614712
50,0.388807086337,1.3820119092,0.409425648086,1.36452811403
