epoch,acc,loss,val_acc,val_loss
0,0.308900541192,1.9638558545,0.286274524296,1.78716042463
1,0.303228638871,1.67274152359,0.279738578142,1.68631286247
2,0.315008745846,1.57354743443,0.288888905563,1.65926634097
3,0.327661449528,1.52186502025,0.309803941671,1.65437178051
4,0.363438065998,1.4840047322,0.322875836316,1.65101732927
5,0.367801066625,1.46795690871,0.317647078458,1.65198637457
6,0.376963368261,1.45608168185,0.325490215245,1.64960219813
7,0.380453773038,1.4405996812,0.324183029287,1.65736120822
8,0.383507875404,1.43674526414,0.320261452712,1.65858884886
9,0.387870876733,1.42292128121,0.3320261614,1.66226927439
10,0.382198975504,1.42263774285,0.329411780133,1.66601310992
11,0.387870873924,1.41261948154,0.32418302695,1.68062112846
12,0.390924978007,1.41249066498,0.328104591837,1.6692294981
13,0.391361277141,1.40938233081,0.337254919258,1.68392525467
14,0.397905781631,1.40407335446,0.338562109891,1.68025216869
15,0.386561974493,1.39971800375,0.328104594175,1.68461779052
16,0.399214680126,1.40177929526,0.334640542666,1.69178741118
17,0.395724281747,1.39603875507,0.328104594175,1.69328750349
18,0.399650978324,1.39328455863,0.343790872424,1.70435418335
19,0.399214681999,1.39431391024,0.345098056045,1.70690927318
20,0.393979076784,1.39388790056,0.349019627945,1.70531099918
21,0.396596878455,1.39103939833,0.339869300524,1.70777865017
22,0.396160580257,1.39073037789,0.343790870087,1.70840407353
23,0.406195485545,1.38711461721,0.332026162568,1.71676316916
24,0.405322881113,1.38802735905,0.350326818578,1.72647669736
25,0.38874347547,1.38889415414,0.332026163737,1.72045093424
26,0.398342079517,1.38116883108,0.34117648882,1.72510509865
27,0.401832480237,1.38022628817,0.346405246679,1.72948146334
28,0.39659688298,1.37900708171,0.351634009212,1.73173581853
29,0.392670177664,1.38007026942,0.34509806072,1.73792322009
30,0.407068084828,1.37727054127,0.349019630283,1.74690799152
31,0.393979076004,1.38125352086,0.35294119517,1.74592507119
32,0.397469482653,1.378722717,0.341176495833,1.73901608411
33,0.400523584082,1.37880613979,0.342483679454,1.76232850318
34,0.396160579477,1.37758803805,0.342483679454,1.74478060591
35,0.397905779291,1.37633425965,0.354248383466,1.75461383894
36,0.406195485701,1.37379636877,0.351634009212,1.74887048497
37,0.40401398293,1.37725041861,0.346405249016,1.76296416451
38,0.406195485779,1.37613236717,0.358169960041,1.75612618876
39,0.409685886811,1.37205585947,0.342483677116,1.76427632687
40,0.400087281359,1.37197945567,0.343790867749,1.76313762104
41,0.401832483826,1.37566395517,0.341176491158,1.75819583033
42,0.401396181727,1.37710945207,0.347712434974,1.76038311042
43,0.394851678329,1.37423649571,0.349019627945,1.76926097683
44,0.403577682079,1.3739669454,0.350326818578,1.76677415885
45,0.41404888935,1.37243603225,0.356862764733,1.78018103394
46,0.408376987536,1.37100437986,0.355555578774,1.78673569361
47,0.400523582912,1.36962633795,0.345098058383,1.78850444158
48,0.399214684495,1.37133805415,0.341176493495,1.77718171886
49,0.405322882205,1.36846569071,0.356862762395,1.7825030252
50,0.404450282689,1.36800139237,0.339869300524,1.77552140928
51,0.401832485698,1.36537111929,0.362091520253,1.797096
52,0.398342080921,1.37358076223,0.342483681791,1.78700272242
53,0.40532288361,1.36863390313,0.343790867749,1.77901958017
54,0.409685887903,1.3645489141,0.349019630283,1.7847829052
55,0.399650982849,1.37198970205,0.34117648882,1.80526206073
56,0.409249585492,1.36690656615,0.359477143662,1.79969458487
57,0.403577685824,1.36491395728,0.339869302862,1.79533330132
58,0.407504388799,1.36586586405,0.359477141324,1.79756982654
59,0.406631785694,1.36760888549,0.347712444324,1.79632408479
60,0.409685884315,1.36551351635,0.337254921595,1.7978126208
61,0.408813285422,1.36847049591,0.343790867749,1.80321642932
62,0.404450284873,1.36400619789,0.34117648882,1.79795371785
63,0.411867389192,1.36108397689,0.343790874762,1.79858606937
64,0.410994786867,1.36207605032,0.346405251353,1.80159741757
65,0.410122183293,1.35925221069,0.345098058383,1.80741416707
66,0.4057591829,1.35843078441,0.341176492326,1.8153201739
67,0.401832485386,1.36742982502,0.354248385803,1.82968257455
68,0.40706808514,1.36243372251,0.339869300524,1.81289072598
69,0.407504387239,1.36065108739,0.362091524928,1.81906699199
70,0.410558487576,1.35822692123,0.350326818578,1.81660349229
71,0.407504385601,1.35629764527,0.335947735637,1.8190778564
72,0.409249584244,1.35823869768,0.354248388141,1.81810467851
73,0.408813288855,1.35878608739,0.350326818578,1.8198800461
74,0.410558489371,1.35705909554,0.350326816241,1.83468906552
75,0.413176286127,1.35532521515,0.355555578774,1.83769966574
76,0.414485182594,1.35732594148,0.346405249016,1.83346941892
77,0.402268783584,1.36000195848,0.341176489989,1.83231853971
78,0.407940686685,1.35570149209,0.338562109891,1.83394246943
79,0.412303685674,1.35441266804,0.341176487652,1.84293362674
80,0.407940684969,1.35519711447,0.343790870087,1.82657086615
81,0.410994783746,1.35733997947,0.346405244341,1.84352811178
82,0.415357789912,1.35641217669,0.341176491158,1.84622932883
83,0.417539292761,1.35587656217,0.345098058383,1.84632315355
84,0.410994787335,1.35491079123,0.34509806072,1.84648333344
85,0.411431085065,1.35518669333,0.333333353202,1.85271967159
86,0.408813286826,1.35932280256,0.346405246679,1.84973410999
87,0.404886582447,1.35595450851,0.335947733299,1.8548859241
88,0.414048885956,1.3545852369,0.339869298187,1.84537308824
89,0.405759185865,1.35591612436,0.337254921595,1.84892532872
90,0.414485188367,1.35348762892,0.341176491158,1.84853761336
91,0.409249587677,1.3533285669,0.346405249016,1.86024660223
92,0.414485189615,1.353808325,0.334640542666,1.86393339494
93,0.413612589942,1.35178504939,0.341176493495,1.87215632083
94,0.408376986756,1.35279914159,0.346405249016,1.87136197558
95,0.411867388568,1.35199347216,0.342483679454,1.87585870892
96,0.407068085452,1.35257930718,0.337254921595,1.86245040333
97,0.415357787104,1.35145630699,0.345098058383,1.86063359765
98,0.413612584949,1.34829999889,0.337254921595,1.85896244236
99,0.404886585256,1.35467170546,0.350326816241,1.8583351958
